report_year,facility_id,jurisdiction_code,facility_name,registered_business_name,primary_anzsic_class_name,substance_id,substance_name,air_total_emission_kg,suburb,state,postcode,latitude,longitude,report_year_1,postalcode_2,pr_rank
2016/2017,531318,VIC,Brooklyn Compressor Station,APA GASNET AUSTRALIA (OPERATIONS) PTY LIMITED,Gas Supply,70,Particulate Matter ?10.0 ‘m (PM10),517.33968,Brooklyn,VIC,3012,-37.818705,144.831266,10,30,
2016/2017,531318,VIC,Brooklyn Compressor Station,APA GASNET AUSTRALIA (OPERATIONS) PTY LIMITED,Gas Supply,77,Sulfur dioxide,140.11283,Brooklyn,VIC,3012,-37.818705,144.831266,10,30,
2016/2017,595442,VIC,Euroa Compressor Station,APA GASNET AUSTRALIA (OPERATIONS) PTY LIMITED,Gas Supply,20,Carbon monoxide,4623.8073,Euroa ,VIC,3666,-36.727,145.538,10,36,
2016/2017,595442,VIC,Euroa Compressor Station,APA GASNET AUSTRALIA (OPERATIONS) PTY LIMITED,Gas Supply,69,Oxides of Nitrogen,17834.6853,Euroa ,VIC,3666,-36.727,145.538,10,36,
2016/2017,595442,VIC,Euroa Compressor Station,APA GASNET AUSTRALIA (OPERATIONS) PTY LIMITED,Gas Supply,92,Particulate Matter ?2.5 ‘m (PM2.5),105.687024,Euroa ,VIC,3666,-36.727,145.538,10,36,
2016/2017,595442,VIC,Euroa Compressor Station,APA GASNET AUSTRALIA (OPERATIONS) PTY LIMITED,Gas Supply,70,Particulate Matter ?10.0 ‘m (PM10),105.687024,Euroa ,VIC,3666,-36.727,145.538,10,36,
2016/2017,595442,VIC,Euroa Compressor Station,APA GASNET AUSTRALIA (OPERATIONS) PTY LIMITED,Gas Supply,77,Sulfur dioxide,28.623569,Euroa ,VIC,3666,-36.727,145.538,10,36,
2016/2017,528694,VIC,Gooding Compressor Station,APA GASNET AUSTRALIA (OPERATIONS) PTY LIMITED,Gas Supply,20,Carbon monoxide,8962.9722,Moe,VIC,3825,-38.130082,146.274799,10,38,
2016/2017,528694,VIC,Gooding Compressor Station,APA GASNET AUSTRALIA (OPERATIONS) PTY LIMITED,Gas Supply,69,Oxides of Nitrogen,34571.4642,Moe,VIC,3825,-38.130082,146.274799,10,38,
2016/2017,528694,VIC,Gooding Compressor Station,APA GASNET AUSTRALIA (OPERATIONS) PTY LIMITED,Gas Supply,92,Particulate Matter ?2.5 ‘m (PM2.5),204.867936,Moe,VIC,3825,-38.130082,146.274799,10,38,
2016/2017,528694,VIC,Gooding Compressor Station,APA GASNET AUSTRALIA (OPERATIONS) PTY LIMITED,Gas Supply,70,Particulate Matter ?10.0 ‘m (PM10),204.867936,Moe,VIC,3825,-38.130082,146.274799,10,38,
2016/2017,528694,VIC,Gooding Compressor Station,APA GASNET AUSTRALIA (OPERATIONS) PTY LIMITED,Gas Supply,77,Sulfur dioxide,55.485066,Moe,VIC,3825,-38.130082,146.274799,10,38,
2016/2017,595444,VIC,Springhurst Compressor Station,APA GASNET AUSTRALIA (OPERATIONS) PTY LIMITED,Gas Supply,20,Carbon monoxide,4017.4323,Springhurst,VIC,3682,-36.192,146.516,10,36,
2016/2017,595444,VIC,Springhurst Compressor Station,APA GASNET AUSTRALIA (OPERATIONS) PTY LIMITED,Gas Supply,69,Oxides of Nitrogen,15495.8103,Springhurst,VIC,3682,-36.192,146.516,10,36,
2016/2017,595444,VIC,Springhurst Compressor Station,APA GASNET AUSTRALIA (OPERATIONS) PTY LIMITED,Gas Supply,92,Particulate Matter ?2.5 ‘m (PM2.5),91.827024,Springhurst,VIC,3682,-36.192,146.516,10,36,
2016/2017,595444,VIC,Springhurst Compressor Station,APA GASNET AUSTRALIA (OPERATIONS) PTY LIMITED,Gas Supply,70,Particulate Matter ?10.0 ‘m (PM10),91.827024,Springhurst,VIC,3682,-36.192,146.516,10,36,
2016/2017,595444,VIC,Springhurst Compressor Station,APA GASNET AUSTRALIA (OPERATIONS) PTY LIMITED,Gas Supply,77,Sulfur dioxide,24.869819,Springhurst,VIC,3682,-36.192,146.516,10,36,
2016/2017,531388,VIC,Wollert Compressor Station,APA GASNET AUSTRALIA (OPERATIONS) PTY LIMITED,Gas Supply,20,Carbon monoxide,19330.2228,Wollert,VIC,3750,-37.578713,144.994344,10,37,
2016/2017,531388,VIC,Wollert Compressor Station,APA GASNET AUSTRALIA (OPERATIONS) PTY LIMITED,Gas Supply,69,Oxides of Nitrogen,74559.4308,Wollert,VIC,3750,-37.578713,144.994344,10,37,
2016/2017,531388,VIC,Wollert Compressor Station,APA GASNET AUSTRALIA (OPERATIONS) PTY LIMITED,Gas Supply,92,Particulate Matter ?2.5 ‘m (PM2.5),441.833664,Wollert,VIC,3750,-37.578713,144.994344,10,37,
2016/2017,531388,VIC,Wollert Compressor Station,APA GASNET AUSTRALIA (OPERATIONS) PTY LIMITED,Gas Supply,70,Particulate Matter ?10.0 ‘m (PM10),441.833664,Wollert,VIC,3750,-37.578713,144.994344,10,37,
2016/2017,531388,VIC,Wollert Compressor Station,APA GASNET AUSTRALIA (OPERATIONS) PTY LIMITED,Gas Supply,77,Sulfur dioxide,119.663284,Wollert,VIC,3750,-37.578713,144.994344,10,37,
2016/2017,556944,VIC,Armstrong Flooring Pty Ltd Australia,ARMSTRONG WORLD INDUSTRIES (AUSTRALIA) PTY LTD,Other Polymer Product Manufacturing,20,Carbon monoxide,2132,Braeside,VIC,3195,-37.993812,145.112379,10,31,
2016/2017,556944,VIC,Armstrong Flooring Pty Ltd Australia,ARMSTRONG WORLD INDUSTRIES (AUSTRALIA) PTY LTD,Other Polymer Product Manufacturing,69,Oxides of Nitrogen,2747,Braeside,VIC,3195,-37.993812,145.112379,10,31,
2016/2017,556944,VIC,Armstrong Flooring Pty Ltd Australia,ARMSTRONG WORLD INDUSTRIES (AUSTRALIA) PTY LTD,Other Polymer Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),137,Braeside,VIC,3195,-37.993812,145.112379,10,31,
2016/2017,556944,VIC,Armstrong Flooring Pty Ltd Australia,ARMSTRONG WORLD INDUSTRIES (AUSTRALIA) PTY LTD,Other Polymer Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),137,Braeside,VIC,3195,-37.993812,145.112379,10,31,
2016/2017,556944,VIC,Armstrong Flooring Pty Ltd Australia,ARMSTRONG WORLD INDUSTRIES (AUSTRALIA) PTY LTD,Other Polymer Product Manufacturing,77,Sulfur dioxide,20,Braeside,VIC,3195,-37.993812,145.112379,10,31,
2016/2017,536430,VIC,ARYZTA Australia PTY LTD,ARYZTA AUSTRALIA PTY LTD,Bread Manufacturing (Factory based),20,Carbon monoxide,1384,Lyndhurst,VIC,3975,-38.036313,145.233951,10,39,
2016/2017,536430,VIC,ARYZTA Australia PTY LTD,ARYZTA AUSTRALIA PTY LTD,Bread Manufacturing (Factory based),69,Oxides of Nitrogen,1640,Lyndhurst,VIC,3975,-38.036313,145.233951,10,39,
2016/2017,536430,VIC,ARYZTA Australia PTY LTD,ARYZTA AUSTRALIA PTY LTD,Bread Manufacturing (Factory based),92,Particulate Matter ?2.5 ‘m (PM2.5),121.5,Lyndhurst,VIC,3975,-38.036313,145.233951,10,39,
2016/2017,536430,VIC,ARYZTA Australia PTY LTD,ARYZTA AUSTRALIA PTY LTD,Bread Manufacturing (Factory based),70,Particulate Matter ?10.0 ‘m (PM10),121.5,Lyndhurst,VIC,3975,-38.036313,145.233951,10,39,
2016/2017,536430,VIC,ARYZTA Australia PTY LTD,ARYZTA AUSTRALIA PTY LTD,Bread Manufacturing (Factory based),77,Sulfur dioxide,18.11,Lyndhurst,VIC,3975,-38.036313,145.233951,10,39,
2016/2017,577656,VIC,Laverton,ASAHI PREMIUM BEVERAGES PTY LTD,Wine and Other Alcoholic Beverage Manufacturing,20,Carbon monoxide,3135.89767,Laverton,VIC,3028,-37.803226,144.780458,10,30,
2016/2017,577656,VIC,Laverton,ASAHI PREMIUM BEVERAGES PTY LTD,Wine and Other Alcoholic Beverage Manufacturing,69,Oxides of Nitrogen,4257.644239,Laverton,VIC,3028,-37.803226,144.780458,10,30,
2016/2017,577656,VIC,Laverton,ASAHI PREMIUM BEVERAGES PTY LTD,Wine and Other Alcoholic Beverage Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),150.2761816,Laverton,VIC,3028,-37.803226,144.780458,10,30,
2016/2017,577656,VIC,Laverton,ASAHI PREMIUM BEVERAGES PTY LTD,Wine and Other Alcoholic Beverage Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),150.2761816,Laverton,VIC,3028,-37.803226,144.780458,10,30,
2016/2017,577656,VIC,Laverton,ASAHI PREMIUM BEVERAGES PTY LTD,Wine and Other Alcoholic Beverage Manufacturing,77,Sulfur dioxide,22.40617868,Laverton,VIC,3028,-37.803226,144.780458,10,30,
2016/2017,524040,VIC,Asaleo Care,ASALEO CARE AUSTRALIA PTY LTD,"Pulp, Paper and Paperboard Manufacturing",20,Carbon monoxide,32316.77996,Box Hill,VIC,3128,-37.839159,145.130658,10,31,
2016/2017,524040,VIC,Asaleo Care,ASALEO CARE AUSTRALIA PTY LTD,"Pulp, Paper and Paperboard Manufacturing",69,Oxides of Nitrogen,39499.31232,Box Hill,VIC,3128,-37.839159,145.130658,10,31,
2016/2017,524040,VIC,Asaleo Care,ASALEO CARE AUSTRALIA PTY LTD,"Pulp, Paper and Paperboard Manufacturing",92,Particulate Matter ?2.5 ‘m (PM2.5),2589.394016,Box Hill,VIC,3128,-37.839159,145.130658,10,31,
2016/2017,524040,VIC,Asaleo Care,ASALEO CARE AUSTRALIA PTY LTD,"Pulp, Paper and Paperboard Manufacturing",70,Particulate Matter ?10.0 ‘m (PM10),2589.750216,Box Hill,VIC,3128,-37.839159,145.130658,10,31,
2016/2017,524040,VIC,Asaleo Care,ASALEO CARE AUSTRALIA PTY LTD,"Pulp, Paper and Paperboard Manufacturing",77,Sulfur dioxide,385.2363416,Box Hill,VIC,3128,-37.839159,145.130658,10,31,
2016/2017,527664,VIC,Swan Hill Abattoirs,ASHTON PTY LIMITED,Meat Processing,20,Carbon monoxide,1576,Swan Hill,VIC,3585,-35.299949,143.563811,10,35,
2016/2017,527664,VIC,Swan Hill Abattoirs,ASHTON PTY LIMITED,Meat Processing,69,Oxides of Nitrogen,13916.3,Swan Hill,VIC,3585,-35.299949,143.563811,10,35,
2016/2017,527664,VIC,Swan Hill Abattoirs,ASHTON PTY LIMITED,Meat Processing,92,Particulate Matter ?2.5 ‘m (PM2.5),261.5,Swan Hill,VIC,3585,-35.299949,143.563811,10,35,
2016/2017,527664,VIC,Swan Hill Abattoirs,ASHTON PTY LIMITED,Meat Processing,70,Particulate Matter ?10.0 ‘m (PM10),404,Swan Hill,VIC,3585,-35.299949,143.563811,10,35,
2016/2017,527664,VIC,Swan Hill Abattoirs,ASHTON PTY LIMITED,Meat Processing,77,Sulfur dioxide,39.4,Swan Hill,VIC,3585,-35.299949,143.563811,10,35,
2016/2017,531370,VIC,Aspen Australia Dandenong,ASPEN PHARMA PTY LTD,Human Pharmaceutical and Medicinal Product Manufacturing,20,Carbon monoxide,1543,Dandenong,VIC,3175,-38.029646,145.210134,10,31,
2016/2017,531370,VIC,Aspen Australia Dandenong,ASPEN PHARMA PTY LTD,Human Pharmaceutical and Medicinal Product Manufacturing,69,Oxides of Nitrogen,1832,Dandenong,VIC,3175,-38.029646,145.210134,10,31,
2016/2017,531370,VIC,Aspen Australia Dandenong,ASPEN PHARMA PTY LTD,Human Pharmaceutical and Medicinal Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),136,Dandenong,VIC,3175,-38.029646,145.210134,10,31,
2016/2017,531370,VIC,Aspen Australia Dandenong,ASPEN PHARMA PTY LTD,Human Pharmaceutical and Medicinal Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),136,Dandenong,VIC,3175,-38.029646,145.210134,10,31,
2016/2017,531370,VIC,Aspen Australia Dandenong,ASPEN PHARMA PTY LTD,Human Pharmaceutical and Medicinal Product Manufacturing,77,Sulfur dioxide,20,Dandenong,VIC,3175,-38.029646,145.210134,10,31,
2016/2017,536360,VIC,ASSA ABLOY AUSTRALIA PTY LIMITED,ASSA ABLOY AUSTRALIA PTY LIMITED,Other Fabricated Metal Product Manufacturing n.e.c.,20,Carbon monoxide,1355.2309,Oakleigh,VIC,3166,-37.904884,145.104635,10,31,
2016/2017,536360,VIC,ASSA ABLOY AUSTRALIA PTY LIMITED,ASSA ABLOY AUSTRALIA PTY LIMITED,Other Fabricated Metal Product Manufacturing n.e.c.,69,Oxides of Nitrogen,1917.113,Oakleigh,VIC,3166,-37.904884,145.104635,10,31,
2016/2017,536360,VIC,ASSA ABLOY AUSTRALIA PTY LIMITED,ASSA ABLOY AUSTRALIA PTY LIMITED,Other Fabricated Metal Product Manufacturing n.e.c.,92,Particulate Matter ?2.5 ‘m (PM2.5),90.9857,Oakleigh,VIC,3166,-37.904884,145.104635,10,31,
2016/2017,536360,VIC,ASSA ABLOY AUSTRALIA PTY LIMITED,ASSA ABLOY AUSTRALIA PTY LIMITED,Other Fabricated Metal Product Manufacturing n.e.c.,70,Particulate Matter ?10.0 ‘m (PM10),92.9689,Oakleigh,VIC,3166,-37.904884,145.104635,10,31,
2016/2017,536360,VIC,ASSA ABLOY AUSTRALIA PTY LIMITED,ASSA ABLOY AUSTRALIA PTY LIMITED,Other Fabricated Metal Product Manufacturing n.e.c.,77,Sulfur dioxide,19.5303,Oakleigh,VIC,3166,-37.904884,145.104635,10,31,
2016/2017,525966,VIC,Austin Hospital,AUSTIN HEALTH,Hospitals (Except Psychiatric Hospitals),20,Carbon monoxide,7768.687773,Heidelberg,VIC,3084,-37.756404,145.056693,10,30,
2016/2017,525966,VIC,Austin Hospital,AUSTIN HEALTH,Hospitals (Except Psychiatric Hospitals),69,Oxides of Nitrogen,4609.990547,Heidelberg,VIC,3084,-37.756404,145.056693,10,30,
2016/2017,525966,VIC,Austin Hospital,AUSTIN HEALTH,Hospitals (Except Psychiatric Hospitals),92,Particulate Matter ?2.5 ‘m (PM2.5),682.9615625,Heidelberg,VIC,3084,-37.756404,145.056693,10,30,
2016/2017,525966,VIC,Austin Hospital,AUSTIN HEALTH,Hospitals (Except Psychiatric Hospitals),70,Particulate Matter ?10.0 ‘m (PM10),682.9615625,Heidelberg,VIC,3084,-37.756404,145.056693,10,30,
2016/2017,525966,VIC,Austin Hospital,AUSTIN HEALTH,Hospitals (Except Psychiatric Hospitals),77,Sulfur dioxide,101.829569,Heidelberg,VIC,3084,-37.756404,145.056693,10,30,
2016/2017,524710,VIC,Heidelberg Repatriation Hospital,AUSTIN HEALTH,Hospitals (Except Psychiatric Hospitals),20,Carbon monoxide,4009.923887,Heidelberg West,VIC,3081,-37.754922,145.048786,10,30,
2016/2017,524710,VIC,Heidelberg Repatriation Hospital,AUSTIN HEALTH,Hospitals (Except Psychiatric Hospitals),69,Oxides of Nitrogen,2379.515273,Heidelberg West,VIC,3081,-37.754922,145.048786,10,30,
2016/2017,524710,VIC,Heidelberg Repatriation Hospital,AUSTIN HEALTH,Hospitals (Except Psychiatric Hospitals),92,Particulate Matter ?2.5 ‘m (PM2.5),352.5207813,Heidelberg West,VIC,3081,-37.754922,145.048786,10,30,
2016/2017,524710,VIC,Heidelberg Repatriation Hospital,AUSTIN HEALTH,Hospitals (Except Psychiatric Hospitals),70,Particulate Matter ?10.0 ‘m (PM10),352.5207813,Heidelberg West,VIC,3081,-37.754922,145.048786,10,30,
2016/2017,524710,VIC,Heidelberg Repatriation Hospital,AUSTIN HEALTH,Hospitals (Except Psychiatric Hospitals),77,Sulfur dioxide,52.56084848,Heidelberg West,VIC,3081,-37.754922,145.048786,10,30,
2016/2017,536540,VIC,Wollert Plant,AUSTRAL BRICKS (VIC) PTY LTD,Clay Brick Manufacturing,20,Carbon monoxide,207000,Wollert,VIC,3750,-37.583912,144.97281,10,37,
2016/2017,536540,VIC,Wollert Plant,AUSTRAL BRICKS (VIC) PTY LTD,Clay Brick Manufacturing,69,Oxides of Nitrogen,101000,Wollert,VIC,3750,-37.583912,144.97281,10,37,
2016/2017,536540,VIC,Wollert Plant,AUSTRAL BRICKS (VIC) PTY LTD,Clay Brick Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),6300,Wollert,VIC,3750,-37.583912,144.97281,10,37,
2016/2017,536540,VIC,Wollert Plant,AUSTRAL BRICKS (VIC) PTY LTD,Clay Brick Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),183000,Wollert,VIC,3750,-37.583912,144.97281,10,37,
2016/2017,536540,VIC,Wollert Plant,AUSTRAL BRICKS (VIC) PTY LTD,Clay Brick Manufacturing,77,Sulfur dioxide,47026,Wollert,VIC,3750,-37.583912,144.97281,10,37,
2016/2017,529204,VIC,Peters Ice Cream,AUSTRALASIAN FOOD GROUP PTY LTD,Ice Cream Manufacturing,20,Carbon monoxide,1397,Mulgrave,VIC,3170,-37.920593,145.15135,10,31,
2016/2017,529204,VIC,Peters Ice Cream,AUSTRALASIAN FOOD GROUP PTY LTD,Ice Cream Manufacturing,69,Oxides of Nitrogen,1658,Mulgrave,VIC,3170,-37.920593,145.15135,10,31,
2016/2017,529204,VIC,Peters Ice Cream,AUSTRALASIAN FOOD GROUP PTY LTD,Ice Cream Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),123,Mulgrave,VIC,3170,-37.920593,145.15135,10,31,
2016/2017,529204,VIC,Peters Ice Cream,AUSTRALASIAN FOOD GROUP PTY LTD,Ice Cream Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),123,Mulgrave,VIC,3170,-37.920593,145.15135,10,31,
2016/2017,529204,VIC,Peters Ice Cream,AUSTRALASIAN FOOD GROUP PTY LTD,Ice Cream Manufacturing,77,Sulfur dioxide,18,Mulgrave,VIC,3170,-37.920593,145.15135,10,31,
2016/2017,533810,VIC,Melbourne Airport,AUSTRALIA PACIFIC AIRPORTS (MELBOURNE) PTY LIMITED,Airport Operations and Other Air Transport Support Services,20,Carbon monoxide,48695.0195,Melbourne Airport,VIC,3045,-37.673355,144.843397,10,30,
2016/2017,533810,VIC,Melbourne Airport,AUSTRALIA PACIFIC AIRPORTS (MELBOURNE) PTY LIMITED,Airport Operations and Other Air Transport Support Services,69,Oxides of Nitrogen,511345.7811,Melbourne Airport,VIC,3045,-37.673355,144.843397,10,30,
2016/2017,533810,VIC,Melbourne Airport,AUSTRALIA PACIFIC AIRPORTS (MELBOURNE) PTY LIMITED,Airport Operations and Other Air Transport Support Services,92,Particulate Matter ?2.5 ‘m (PM2.5),770.00056,Melbourne Airport,VIC,3045,-37.673355,144.843397,10,30,
2016/2017,533810,VIC,Melbourne Airport,AUSTRALIA PACIFIC AIRPORTS (MELBOURNE) PTY LIMITED,Airport Operations and Other Air Transport Support Services,70,Particulate Matter ?10.0 ‘m (PM10),779.7938,Melbourne Airport,VIC,3045,-37.673355,144.843397,10,30,
2016/2017,533810,VIC,Melbourne Airport,AUSTRALIA PACIFIC AIRPORTS (MELBOURNE) PTY LIMITED,Airport Operations and Other Air Transport Support Services,77,Sulfur dioxide,175.6358649,Melbourne Airport,VIC,3045,-37.673355,144.843397,10,30,
2016/2017,528642,VIC,AUSTRALIAN CHAR PTY LTD,AUSTRALIAN CHAR PTY LTD,Other Petroleum and Coal Product Manufacturing,20,Carbon monoxide,777.7,Morwell,VIC,3840,-38.242035,146.441329,10,38,
2016/2017,528642,VIC,AUSTRALIAN CHAR PTY LTD,AUSTRALIAN CHAR PTY LTD,Other Petroleum and Coal Product Manufacturing,69,Oxides of Nitrogen,935,Morwell,VIC,3840,-38.242035,146.441329,10,38,
2016/2017,528642,VIC,AUSTRALIAN CHAR PTY LTD,AUSTRALIAN CHAR PTY LTD,Other Petroleum and Coal Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),65.4,Morwell,VIC,3840,-38.242035,146.441329,10,38,
2016/2017,528642,VIC,AUSTRALIAN CHAR PTY LTD,AUSTRALIAN CHAR PTY LTD,Other Petroleum and Coal Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),65.4,Morwell,VIC,3840,-38.242035,146.441329,10,38,
2016/2017,528642,VIC,AUSTRALIAN CHAR PTY LTD,AUSTRALIAN CHAR PTY LTD,Other Petroleum and Coal Product Manufacturing,77,Sulfur dioxide,9.75,Morwell,VIC,3840,-38.242035,146.441329,10,38,
2016/2017,531038,VIC,Austarlian Country Spinners P/L,AUSTRALIAN COUNTRY SPINNERS PTY LTD,Textile Finishing and Other Textile Product Manufacturing,20,Carbon monoxide,1324.383627,Wangaratta,VIC,3677,-36.364173,146.304577,10,36,
2016/2017,531038,VIC,Austarlian Country Spinners P/L,AUSTRALIAN COUNTRY SPINNERS PTY LTD,Textile Finishing and Other Textile Product Manufacturing,69,Oxides of Nitrogen,1402.979194,Wangaratta,VIC,3677,-36.364173,146.304577,10,36,
2016/2017,531038,VIC,Austarlian Country Spinners P/L,AUSTRALIAN COUNTRY SPINNERS PTY LTD,Textile Finishing and Other Textile Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),103.3743848,Wangaratta,VIC,3677,-36.364173,146.304577,10,36,
2016/2017,531038,VIC,Austarlian Country Spinners P/L,AUSTRALIAN COUNTRY SPINNERS PTY LTD,Textile Finishing and Other Textile Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),103.3743848,Wangaratta,VIC,3677,-36.364173,146.304577,10,36,
2016/2017,531038,VIC,Austarlian Country Spinners P/L,AUSTRALIAN COUNTRY SPINNERS PTY LTD,Textile Finishing and Other Textile Product Manufacturing,77,Sulfur dioxide,15.41312077,Wangaratta,VIC,3677,-36.364173,146.304577,10,36,
2016/2017,559462,VIC,Australian Lamb (Colac) Pty Ltd,AUSTRALIAN LAMB (COLAC) PTY LTD,Meat Processing,20,Carbon monoxide,3084.784946,Colac,VIC,3250,-38.327026,143.608721,10,32,
2016/2017,559462,VIC,Australian Lamb (Colac) Pty Ltd,AUSTRALIAN LAMB (COLAC) PTY LTD,Meat Processing,69,Oxides of Nitrogen,4016.724913,Colac,VIC,3250,-38.327026,143.608721,10,32,
2016/2017,559462,VIC,Australian Lamb (Colac) Pty Ltd,AUSTRALIAN LAMB (COLAC) PTY LTD,Meat Processing,92,Particulate Matter ?2.5 ‘m (PM2.5),212.0334083,Colac,VIC,3250,-38.327026,143.608721,10,32,
2016/2017,559462,VIC,Australian Lamb (Colac) Pty Ltd,AUSTRALIAN LAMB (COLAC) PTY LTD,Meat Processing,70,Particulate Matter ?10.0 ‘m (PM10),213.3777082,Colac,VIC,3250,-38.327026,143.608721,10,32,
2016/2017,559462,VIC,Australian Lamb (Colac) Pty Ltd,AUSTRALIAN LAMB (COLAC) PTY LTD,Meat Processing,77,Sulfur dioxide,27.43313936,Colac,VIC,3250,-38.327026,143.608721,10,32,
2016/2017,525202,VIC,AUSTRALIAN MEAT GROUP DANDENONG,AUSTRALIAN MEAT GROUP PTY LTD,Meat Processing,20,Carbon monoxide,3425.955831,Dandenong,VIC,3175,-38.028574,145.198767,10,31,
2016/2017,525202,VIC,AUSTRALIAN MEAT GROUP DANDENONG,AUSTRALIAN MEAT GROUP PTY LTD,Meat Processing,69,Oxides of Nitrogen,3710.223497,Dandenong,VIC,3175,-38.028574,145.198767,10,31,
2016/2017,525202,VIC,AUSTRALIAN MEAT GROUP DANDENONG,AUSTRALIAN MEAT GROUP PTY LTD,Meat Processing,92,Particulate Matter ?2.5 ‘m (PM2.5),273.67236,Dandenong,VIC,3175,-38.028574,145.198767,10,31,
2016/2017,525202,VIC,AUSTRALIAN MEAT GROUP DANDENONG,AUSTRALIAN MEAT GROUP PTY LTD,Meat Processing,70,Particulate Matter ?10.0 ‘m (PM10),273.67236,Dandenong,VIC,3175,-38.028574,145.198767,10,31,
2016/2017,525202,VIC,AUSTRALIAN MEAT GROUP DANDENONG,AUSTRALIAN MEAT GROUP PTY LTD,Meat Processing,77,Sulfur dioxide,40.80454888,Dandenong,VIC,3175,-38.028574,145.198767,10,31,
2016/2017,531354,VIC,AUSTRALIAN TALLOW PRODUCERS PTY LTD,AUSTRALIAN TALLOW PRODUCERS PTY LTD,Meat Processing,20,Carbon monoxide,8634.56435,Brooklyn,VIC,3012,-37.81969,144.835781,10,30,
2016/2017,531354,VIC,AUSTRALIAN TALLOW PRODUCERS PTY LTD,AUSTRALIAN TALLOW PRODUCERS PTY LTD,Meat Processing,69,Oxides of Nitrogen,10028.09692,Brooklyn,VIC,3012,-37.81969,144.835781,10,30,
2016/2017,531354,VIC,AUSTRALIAN TALLOW PRODUCERS PTY LTD,AUSTRALIAN TALLOW PRODUCERS PTY LTD,Meat Processing,92,Particulate Matter ?2.5 ‘m (PM2.5),794.1296247,Brooklyn,VIC,3012,-37.81969,144.835781,10,30,
2016/2017,531354,VIC,AUSTRALIAN TALLOW PRODUCERS PTY LTD,AUSTRALIAN TALLOW PRODUCERS PTY LTD,Meat Processing,70,Particulate Matter ?10.0 ‘m (PM10),816.938474,Brooklyn,VIC,3012,-37.81969,144.835781,10,30,
2016/2017,531354,VIC,AUSTRALIAN TALLOW PRODUCERS PTY LTD,AUSTRALIAN TALLOW PRODUCERS PTY LTD,Meat Processing,77,Sulfur dioxide,79.32119365,Brooklyn,VIC,3012,-37.81969,144.835781,10,30,
2016/2017,559956,VIC,Australian Tartaric Products,AUSTRALIAN TARTARIC PRODUCTS PTY LTD,Wine and Other Alcoholic Beverage Manufacturing,20,Carbon monoxide,20170.0082,Colignan,VIC,3494,-34.54882,142.33104,10,34,
2016/2017,559956,VIC,Australian Tartaric Products,AUSTRALIAN TARTARIC PRODUCTS PTY LTD,Wine and Other Alcoholic Beverage Manufacturing,69,Oxides of Nitrogen,13733.90543,Colignan,VIC,3494,-34.54882,142.33104,10,34,
2016/2017,559956,VIC,Australian Tartaric Products,AUSTRALIAN TARTARIC PRODUCTS PTY LTD,Wine and Other Alcoholic Beverage Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),1510.542111,Colignan,VIC,3494,-34.54882,142.33104,10,34,
2016/2017,559956,VIC,Australian Tartaric Products,AUSTRALIAN TARTARIC PRODUCTS PTY LTD,Wine and Other Alcoholic Beverage Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),2251.772116,Colignan,VIC,3494,-34.54882,142.33104,10,34,
2016/2017,559956,VIC,Australian Tartaric Products,AUSTRALIAN TARTARIC PRODUCTS PTY LTD,Wine and Other Alcoholic Beverage Manufacturing,77,Sulfur dioxide,1774.260277,Colignan,VIC,3494,-34.54882,142.33104,10,34,
2016/2017,531620,VIC,BALLARAT BASE HOSPITAL,BALLARAT HEALTH SERVICES,Hospitals (Except Psychiatric Hospitals),20,Carbon monoxide,2058.229662,Ballarat,VIC,3350,-37.55925,143.8467222,10,33,
